Threshold,Precision,Recall,False Positive Rate,False Negative Rate,F1-Score
0.2,0.09522669220945083,0.961127895266868,0.8019385192260073,0.03887210473313192,0.17328467418341592
0.3,0.11475027228878171,0.8912386706948641,0.6037886023559376,0.10876132930513595,0.20332207595285687
0.4,0.13880474680161078,0.7844914400805639,0.4274293395592345,0.21550855991943604,0.23587476533640162
0.5,0.17019256132946453,0.6497482376636455,0.27820227103894724,0.35025176233635447,0.26973244147157194
0.6,0.21113427132186902,0.4896273917421954,0.1606530121334324,0.5103726082578046,0.295042174889253
0.7,0.2710411198600175,0.3119838872104733,0.07368495525133538,0.6880161127895267,0.2900749063670412
